CustomerID,CLV,Segment,Frequency
12420.0,600.39,Medium-value,1
12421.0,806.27,Medium-value,5
12422.0,803.5600000000001,Medium-value,3
12423.0,1849.1100000000001,High-value,9
12424.0,1760.96,High-value,2
12425.0,777.2,Medium-value,1
12426.0,582.73,Medium-value,1
12427.0,708.37,Medium-value,5
12428.0,7877.2,High-value,12
12429.0,3750.4,High-value,4
12430.0,256.4,Low-value,1
12431.0,6348.89,High-value,18
12432.0,5059.32,High-value,5
12433.0,13375.87,High-value,7
12434.0,765.19,Medium-value,4
12435.0,7829.89,High-value,2
12436.0,509.01,Medium-value,1
12437.0,4896.66,High-value,19
12438.0,2906.85,High-value,2
12441.0,173.55,Low-value,1
12442.0,172.06,Low-value,1
12444.0,5005.46,High-value,5
12445.0,133.4,Low-value,1
12446.0,1002.3100000000001,Medium-value,1
12447.0,476.49,Medium-value,1
12448.0,449.45,Medium-value,1
12449.0,4067.29,High-value,4
12450.0,197.88,Low-value,2
12451.0,8933.52,High-value,6
12452.0,428.57000000000005,Medium-value,3
12453.0,707.09,Medium-value,1
12454.0,5.684341886080802e-14,Low-value,2
12455.0,2466.86,High-value,6
12456.0,3153.89,High-value,4
12457.0,1917.78,High-value,12
12458.0,947.4,Medium-value,2
12461.0,826.88,Medium-value,2
12462.0,1124.01,High-value,4
12463.0,1303.63,High-value,7
12464.0,1212.05,High-value,8
12465.0,733.89,Medium-value,3
12468.0,724.04,Medium-value,3
12471.0,18705.52,High-value,49
12472.0,6229.4800000000005,High-value,13
12473.0,2837.73,High-value,9
12474.0,7064.77,High-value,30
12475.0,723.38,Medium-value,1
12476.0,6546.58,High-value,20
12477.0,13117.01,High-value,9
12478.0,680.99,Medium-value,1
12479.0,477.3,Medium-value,3
12480.0,3281.63,High-value,4
12481.0,5574.36,High-value,11
12483.0,2327.13,High-value,13
12484.0,4480.87,High-value,8
12488.0,1298.66,High-value,3
12489.0,334.93,Low-value,1
12490.0,5417.93,High-value,10
12491.0,460.40000000000003,Medium-value,1
12492.0,263.21000000000004,Low-value,2
12493.0,416.79,Medium-value,3
12494.0,1139.3500000000001,High-value,13
12497.0,1043.1,Medium-value,1
12498.0,403.70000000000005,Medium-value,3
12500.0,4206.2699999999995,High-value,13
12501.0,2089.68,High-value,2
12502.0,3723.87,High-value,5
12503.0,-1126.0,Low-value,1
12504.0,114.0,Low-value,4
12505.0,-4.5,Low-value,1
12506.0,73.5,Low-value,1
12507.0,1258.06,High-value,4
12508.0,397.88,Medium-value,2
12509.0,176.5,Low-value,1
12510.0,982.5699999999999,Medium-value,2
12512.0,132.18,Low-value,2
12513.0,586.79,Medium-value,2
12514.0,1017.6800000000001,Medium-value,1
12515.0,383.7,Medium-value,1
12516.0,1312.06,High-value,2
12517.0,2443.65,High-value,6
12518.0,2056.89,High-value,5
12519.0,330.84000000000003,Low-value,1
12520.0,2582.51,High-value,6
12521.0,599.68,Medium-value,1
12522.0,192.72,Low-value,2
12523.0,1745.57,High-value,13
12524.0,4485.72,High-value,8
12526.0,1316.66,High-value,3
12527.0,348.71000000000004,Low-value,3
12528.0,1922.28,High-value,8
12530.0,1623.63,High-value,5
12531.0,125.22,Low-value,1
12532.0,349.83000000000004,Low-value,1
12534.0,1089.18,Medium-value,1
12535.0,716.35,Medium-value,2
12536.0,4106.82,High-value,5
12538.0,363.95,Low-value,1
12539.0,3852.5,High-value,5
12540.0,13309.04,High-value,19
12541.0,981.18,Medium-value,3
12544.0,355.7,Low-value,2
12545.0,1000.39,Medium-value,2
12546.0,1141.5,High-value,3
12547.0,207.8,Low-value,2
12548.0,95.19999999999999,Low-value,1
12550.0,964.83,Medium-value,1
12551.0,168.0,Low-value,1
12552.0,437.82,Medium-value,2
12553.0,3652.25,High-value,14
12556.0,599.56,Medium-value,2
12557.0,11990.960000000001,High-value,5
12558.0,1.0658141036401503e-14,Low-value,2
12559.0,536.21,Medium-value,3
12560.0,2101.39,High-value,4
12561.0,238.85,Low-value,1
12562.0,3781.7400000000002,High-value,7
12564.0,456.90000000000003,Medium-value,1
12565.0,131.17000000000002,Low-value,2
12566.0,346.7,Low-value,2
12567.0,9114.94,High-value,11
12569.0,4064.9900000000002,High-value,35
12571.0,519.61,Medium-value,2
12572.0,1004.72,Medium-value,3
12573.0,160.54000000000002,Low-value,1
12574.0,218.45000000000002,Low-value,1
12576.0,1306.98,High-value,6
12577.0,564.2,Medium-value,4
12578.0,2753.36,High-value,4
12579.0,410.72,Medium-value,3
12580.0,415.7,Medium-value,1
12581.0,197.71,Low-value,1
12582.0,511.36,Medium-value,2
12583.0,7187.34,High-value,18
12584.0,1893.95,High-value,18
12585.0,1982.81,High-value,4
12586.0,179.94000000000003,Low-value,2
12587.0,144.0,Low-value,1
12588.0,214.89999999999998,Low-value,1
12589.0,646.68,Medium-value,2
12590.0,9861.38,High-value,3
12591.0,452.84999999999997,Medium-value,1
12592.0,437.6,Medium-value,2
12593.0,418.1,Medium-value,3
12594.0,3320.2200000000003,High-value,11
12596.0,618.27,Medium-value,2
12597.0,3683.13,High-value,5
12598.0,3002.68,High-value,9
12599.0,1032.58,Medium-value,7
12600.0,2581.04,High-value,11
12601.0,569.5600000000001,Medium-value,6
12602.0,153.12,Low-value,1
12603.0,739.1999999999999,Medium-value,1
12604.0,254.18,Low-value,2
12605.0,-7.5,Low-value,1
12607.0,7.105427357601002e-15,Low-value,2
12609.0,1126.85,High-value,3
12610.0,2057.99,High-value,7
12611.0,1193.32,High-value,1
12612.0,643.59,Medium-value,2
12613.0,3218.98,High-value,6
12614.0,315.6,Low-value,1
12615.0,2291.19,High-value,4
12616.0,657.25,Medium-value,5
12617.0,352.98,Low-value,1
12618.0,177.31,Low-value,1
12619.0,3214.81,High-value,13
12620.0,1339.41,High-value,3
12621.0,13612.07,High-value,23
12622.0,180.1,Low-value,1
12623.0,305.1,Low-value,1
12624.0,641.13,Medium-value,2
12625.0,2614.32,High-value,3
12626.0,6388.35,High-value,13
12627.0,4478.53,High-value,7
12628.0,769.61,Medium-value,4
12630.0,1270.88,High-value,2
12631.0,640.5,Medium-value,1
12633.0,2140.63,High-value,5
12635.0,1689.18,High-value,2
12637.0,5934.25,High-value,10
12638.0,671.69,Medium-value,1
12639.0,486.1,Medium-value,1
12640.0,1174.58,High-value,3
12641.0,185.9,Low-value,1
12642.0,1013.26,Medium-value,3
12643.0,3344.64,High-value,6
12644.0,477.90999999999997,Medium-value,1
12645.0,1755.38,High-value,5
12646.0,1346.97,High-value,2
12647.0,3669.92,High-value,13
12648.0,318.05,Low-value,1
12649.0,603.71,Medium-value,4
12650.0,314.44,Low-value,1
12651.0,114.0,Low-value,1
12652.0,914.5300000000001,Medium-value,2
12653.0,2209.85,High-value,2
12654.0,601.98,Medium-value,5
12656.0,3982.72,High-value,8
12657.0,1152.06,High-value,5
12658.0,686.05,Medium-value,1
12659.0,91.68,Low-value,1
12660.0,245.10000000000002,Low-value,1
12662.0,3817.08,High-value,12
12664.0,4863.88,High-value,10
12665.0,61.75,Low-value,2
12666.0,-227.44,Low-value,1
12667.0,620.13,Medium-value,1
12668.0,3743.1800000000003,High-value,6
12669.0,1607.73,High-value,4
12670.0,2986.15,High-value,6
12672.0,225.9,Low-value,1
12673.0,610.52,Medium-value,2
12674.0,1922.26,High-value,7
12676.0,1331.39,High-value,6
12678.0,17588.26,High-value,13
12679.0,1058.67,Medium-value,9
12680.0,862.81,Medium-value,4
12681.0,13677.59,High-value,27
12682.0,12279.82,High-value,31
12683.0,8221.09,High-value,20
12684.0,2283.63,High-value,7
12685.0,2863.08,High-value,6
12686.0,89.14,Low-value,1
12688.0,4873.81,High-value,1
12689.0,1247.6100000000001,High-value,2
12690.0,389.01,Medium-value,1
12691.0,1035.8,Medium-value,6
12693.0,830.96,Medium-value,6
12694.0,869.67,Medium-value,2
12695.0,582.1,Medium-value,4
12697.0,939.02,Medium-value,5
12700.0,4867.99,High-value,6
12701.0,797.71,Medium-value,2
12702.0,219.0,Low-value,1
12703.0,274.7,Low-value,2
12704.0,2220.84,High-value,10
12705.0,6814.24,High-value,14
12707.0,603.42,Medium-value,1
12708.0,2616.32,High-value,16
12709.0,9264.1,High-value,26
12710.0,1130.57,High-value,4
12712.0,4241.63,High-value,17
12713.0,848.55,Medium-value,1
12714.0,4708.86,High-value,5
12715.0,343.36,Low-value,1
12716.0,1053.49,Medium-value,2
12717.0,980.98,Medium-value,3
12718.0,238.25,Low-value,1
12719.0,608.1,Medium-value,3
12720.0,5713.28,High-value,29
12721.0,2628.98,High-value,7
12722.0,904.33,Medium-value,6
12723.0,725.07,Medium-value,5
12724.0,1031.41,Medium-value,4
12725.0,427.8,Medium-value,1
12726.0,2609.1,High-value,7
12727.0,3947.7000000000003,High-value,9
12728.0,836.33,Medium-value,4
12729.0,453.01,Medium-value,1
12731.0,18793.41,High-value,14
12732.0,236.26000000000002,Low-value,1
12733.0,383.95,Medium-value,1
12734.0,110.39999999999999,Low-value,1
12735.0,779.5699999999999,Medium-value,2
12736.0,234.0,Low-value,1
12738.0,155.35,Low-value,1
12739.0,1013.04,Medium-value,2
12740.0,427.6,Medium-value,1
12743.0,540.13,Medium-value,2
12744.0,9120.39,High-value,10
12747.0,4196.01,High-value,11
12748.0,28405.56,High-value,224
12749.0,3868.2,High-value,8
12750.0,275.88,Low-value,1
12752.0,4366.78,High-value,1
12753.0,21024.01,High-value,11
12754.0,2949.12,High-value,5
12755.0,2203.2000000000003,High-value,4
12756.0,112.08,Low-value,1
12757.0,4205.25,High-value,19
12758.0,2791.59,High-value,2
12759.0,1531.44,High-value,3
12762.0,1898.52,High-value,2
12763.0,494.08,Medium-value,2
12764.0,1693.88,High-value,1
12766.0,6989.63,High-value,7
12769.0,1143.6,High-value,1
12770.0,1351.45,High-value,1
12772.0,892.47,Medium-value,1
12775.0,1351.24,High-value,6
12778.0,804.23,Medium-value,7
12779.0,3868.7,High-value,12
12781.0,707.72,Medium-value,5
12782.0,2273.32,High-value,6
12783.0,1603.87,High-value,8
12784.0,532.82,Medium-value,2
12785.0,305.71,Low-value,2
12787.0,463.66,Medium-value,3
12789.0,91.85,Low-value,1
12790.0,324.92,Low-value,1
12791.0,192.60000000000002,Low-value,1
12792.0,400.54,Medium-value,1
12793.0,545.48,Medium-value,2
12794.0,860.41,Medium-value,2
12795.0,430.48,Medium-value,1
12797.0,194.18,Low-value,3
12798.0,6977.04,High-value,3
12802.0,412.58,Medium-value,2
12808.0,483.65000000000003,Medium-value,3
12809.0,484.36,Medium-value,2
12811.0,514.85,Medium-value,3
12812.0,229.64000000000001,Low-value,1
12814.0,125.92,Low-value,1
12815.0,1063.46,Medium-value,2
12816.0,572.2,Medium-value,2
12817.0,166.04000000000002,Low-value,1
12818.0,1517.88,High-value,2
12820.0,942.34,Medium-value,4
12821.0,92.72,Low-value,1
12822.0,918.98,Medium-value,3
12823.0,1759.5,High-value,5
12824.0,397.12,Medium-value,1
12826.0,1468.1200000000001,High-value,8
12827.0,430.15,Medium-value,3
12828.0,1018.71,Medium-value,6
12829.0,253.05,Low-value,3
12830.0,6748.4,High-value,7
12831.0,215.05,Low-value,1
12832.0,383.03000000000003,Medium-value,2
12833.0,417.38,Medium-value,1
12834.0,312.38,Low-value,1
12836.0,2610.36,High-value,4
12837.0,134.1,Low-value,1
12838.0,671.95,Medium-value,2
12839.0,5583.62,High-value,16
12840.0,2714.27,High-value,6
12841.0,3845.63,High-value,26
12842.0,1118.99,High-value,2
12843.0,1680.76,High-value,9
12844.0,325.96000000000004,Low-value,2
12845.0,354.09000000000003,Low-value,4
12847.0,843.64,Medium-value,1
12849.0,1010.29,Medium-value,2
12851.0,131.81,Low-value,1
12852.0,299.75,Low-value,2
12853.0,1881.7,High-value,9
12854.0,1280.9,High-value,5
12855.0,38.1,Low-value,1
12856.0,2153.53,High-value,8
12857.0,1106.4,Medium-value,2
12863.0,504.2,Medium-value,2
12864.0,147.12,Low-value,1
12865.0,1548.07,High-value,3
12866.0,559.12,Medium-value,1
12867.0,3958.74,High-value,10
12868.0,1607.0600000000002,High-value,6
12870.0,-14.899999999999999,Low-value,1
12871.0,380.64,Medium-value,2
12872.0,599.97,Medium-value,2
12873.0,374.0,Medium-value,1
12875.0,343.2300000000001,Low-value,2
12876.0,2218.02,High-value,2
12877.0,1535.77,High-value,12
12878.0,841.64,Medium-value,3
12879.0,552.57,Medium-value,4
12881.0,298.0,Low-value,1
12882.0,1463.04,High-value,2
12883.0,703.47,Medium-value,4
12884.0,309.05,Low-value,1
12885.0,1158.27,High-value,4
12886.0,1351.09,High-value,3
12888.0,313.77,Low-value,4
12890.0,376.71999999999997,Medium-value,1
12891.0,331.0,Low-value,3
12893.0,176.55,Low-value,1
12895.0,347.3,Low-value,3
12897.0,216.5,Low-value,2
12901.0,16293.1,High-value,36
12902.0,138.68,Low-value,1
12904.0,496.06,Medium-value,2
12906.0,2919.81,High-value,5
12908.0,246.0,Low-value,4
12909.0,2128.83,High-value,8
12910.0,3075.04,High-value,8
12912.0,1662.3,High-value,5
12913.0,2483.63,High-value,5
12915.0,363.65,Low-value,2
12916.0,2921.15,High-value,5
12917.0,594.0,Medium-value,1
12919.0,1301.44,High-value,8
12920.0,162.78,Low-value,1
12921.0,16389.74,High-value,50
12922.0,405.38,Medium-value,1
12923.0,172.82,Low-value,1
12924.0,929.95,Medium-value,5
12925.0,694.05,Medium-value,2
12928.0,2062.7,High-value,5
12929.0,105.1,Low-value,2
12930.0,409.90000000000003,Medium-value,4
12931.0,33462.81,High-value,20
12933.0,606.28,Medium-value,4
12935.0,2156.45,High-value,8
12936.0,1012.9,Medium-value,5
12937.0,1504.27,High-value,4
12938.0,114.14,Low-value,1
12939.0,11581.8,High-value,8
12940.0,862.44,Medium-value,4
12942.0,675.6,Medium-value,3
12943.0,-3.75,Low-value,1
12944.0,604.51,Medium-value,2
12945.0,462.95,Medium-value,1
12947.0,1407.29,High-value,11
12948.0,2053.7,High-value,8
12949.0,4143.02,High-value,10
12950.0,1843.0,High-value,3
12951.0,1042.07,Medium-value,8
12952.0,1382.84,High-value,5
12953.0,329.85,Low-value,1
12955.0,4734.26,High-value,14
12956.0,108.07,Low-value,1
12957.0,3979.04,High-value,12
12962.0,266.39,Low-value,2
12963.0,1841.03,High-value,9
12965.0,769.8100000000001,Medium-value,1
12966.0,160.18,Low-value,1
12967.0,1194.75,High-value,4
12968.0,135.95,Low-value,1
12970.0,405.47,Medium-value,4
12971.0,10930.26,High-value,89
12974.0,144.8,Low-value,1
12976.0,738.6,Medium-value,1
12977.0,39.239999999999995,Low-value,1
12980.0,7092.06,High-value,12
12981.0,372.21999999999997,Medium-value,2
12982.0,377.2,Medium-value,2
12984.0,97.5,Low-value,1
12985.0,1215.6200000000001,High-value,3
12987.0,545.0,Medium-value,3
12988.0,505.82,Medium-value,1
12989.0,6854.51,High-value,19
12990.0,409.5,Medium-value,3
12991.0,503.76,Medium-value,2
12993.0,414.76,Medium-value,4
12994.0,902.22,Medium-value,5
12995.0,200.72,Low-value,2
12997.0,1197.94,High-value,7
12999.0,455.88,Medium-value,3
13000.0,534.85,Medium-value,3
13001.0,9765.07,High-value,15
13002.0,120.95,Low-value,1
13003.0,149.05,Low-value,3
13004.0,5613.43,High-value,22
13005.0,468.95,Medium-value,3
13006.0,81.57,Low-value,1
13008.0,178.47,Low-value,2
13011.0,50.550000000000004,Low-value,1
13012.0,1296.6200000000001,High-value,11
13013.0,4786.99,High-value,15
13014.0,3365.43,High-value,16
13015.0,3339.64,High-value,5
13016.0,789.89,Medium-value,3
13017.0,204.0,Low-value,1
13018.0,7272.75,High-value,29
13021.0,2584.4,High-value,12
13023.0,689.9,Medium-value,2
13026.0,936.15,Medium-value,8
13027.0,6912.0,High-value,6
13028.0,659.68,Medium-value,3
13029.0,1247.5,High-value,3
13030.0,752.44,Medium-value,2
13032.0,996.52,Medium-value,3
13033.0,190.55,Low-value,1
13034.0,642.77,Medium-value,2
13035.0,886.63,Medium-value,3
13037.0,881.07,Medium-value,3
13038.0,908.46,Medium-value,3
13040.0,676.99,Medium-value,2
13043.0,471.57,Medium-value,2
13044.0,560.47,Medium-value,1
13045.0,305.28000000000003,Low-value,1
13046.0,629.31,Medium-value,2
13047.0,3079.1,High-value,18
13048.0,1789.41,High-value,5
13049.0,656.6800000000001,Medium-value,2
13050.0,5684.61,High-value,28
13052.0,348.15000000000003,Low-value,1
13055.0,1201.96,High-value,4
13058.0,271.40000000000003,Low-value,3
13059.0,183.4,Low-value,1
13060.0,307.53000000000003,Low-value,1
13061.0,248.61,Low-value,1
13062.0,346.98,Low-value,1
13064.0,1105.59,Medium-value,4
13065.0,205.86,Low-value,1
13066.0,430.9,Medium-value,3
13067.0,115.46000000000001,Low-value,1
13068.0,344.0,Low-value,2
13069.0,3713.14,High-value,27
13070.0,228.8,Low-value,1
13072.0,177.15,Low-value,1
13075.0,919.61,Medium-value,1
13077.0,728.02,Medium-value,4
13078.0,12432.28,High-value,43
13079.0,220.10000000000002,Low-value,5
13080.0,58.08,Low-value,1
13081.0,27964.48,High-value,21
13082.0,3595.48,High-value,10
13083.0,303.75,Low-value,2
13085.0,272.38,Low-value,3
13089.0,57322.13,High-value,118
13090.0,8689.39,High-value,18
13091.0,319.82,Low-value,2
13092.0,459.83,Medium-value,6
13093.0,7741.47,High-value,13
13094.0,1708.8600000000001,High-value,16
13095.0,74.39999999999999,Low-value,1
13097.0,5886.12,High-value,14
13098.0,28658.88,High-value,41
13099.0,207.36,Low-value,1
13101.0,101.19,Low-value,1
13102.0,6336.29,High-value,27
13103.0,243.94,Low-value,1
13104.0,1098.48,Medium-value,6
13106.0,59.5,Low-value,2
13107.0,1524.07,High-value,5
13108.0,350.06,Low-value,1
13109.0,766.84,Medium-value,5
13110.0,1452.8700000000001,High-value,8
13113.0,10510.0,High-value,40
13115.0,2205.63,High-value,14
13116.0,485.19,Medium-value,2
13117.0,984.91,Medium-value,8
13118.0,1125.0,High-value,7
13120.0,30.6,Low-value,1
13121.0,254.73,Low-value,2
13122.0,922.39,Medium-value,2
13124.0,3756.33,High-value,3
13126.0,2056.29,High-value,10
13127.0,259.17,Low-value,1
13130.0,64.0,Low-value,1
13131.0,1039.3,Medium-value,4
13132.0,77.3,Low-value,1
13133.0,109.8,Low-value,2
13134.0,1740.63,High-value,7
13135.0,3096.0,High-value,1
13136.0,2545.38,High-value,11
13137.0,3557.96,High-value,9
13138.0,962.39,Medium-value,6
13139.0,5055.79,High-value,8
13140.0,422.47,Medium-value,3
13141.0,2385.8,High-value,6
13142.0,307.09000000000003,Low-value,1
13144.0,110.95,Low-value,1
13145.0,614.77,Medium-value,5
13146.0,228.91,Low-value,1
13147.0,712.8,Medium-value,4
13148.0,3324.62,High-value,17
13149.0,1676.06,High-value,4
13151.0,1250.3700000000001,High-value,2
13153.0,486.22,Medium-value,1
13154.0,-611.86,Low-value,1
13155.0,971.76,Medium-value,4
13157.0,1721.57,High-value,5
13158.0,1201.06,High-value,4
13159.0,1371.25,High-value,5
13160.0,91.8,Low-value,1
13161.0,112.75,Low-value,1
13162.0,1644.99,High-value,5
13165.0,1021.48,Medium-value,2
13166.0,414.7,Medium-value,2
13167.0,791.33,Medium-value,4
13168.0,1290.54,High-value,5
13169.0,712.88,Medium-value,2
13170.0,108.81,Low-value,1
13171.0,426.81,Medium-value,5
13173.0,353.65000000000003,Low-value,2
13174.0,2742.82,High-value,3
13176.0,481.49,Medium-value,1
13177.0,282.45,Low-value,1
13178.0,5725.47,High-value,11
13182.0,121.18,Low-value,1
13183.0,3957.78,High-value,9
13184.0,1616.45,High-value,12
13185.0,71.4,Low-value,1
13186.0,1539.69,High-value,5
13187.0,236.02,Low-value,1
13188.0,114.6,Low-value,1
13189.0,260.68,Low-value,2
13192.0,911.94,Medium-value,2
13193.0,112.08,Low-value,1
13194.0,60.7,Low-value,1
13196.0,1797.78,High-value,4
13198.0,3384.09,High-value,8
13199.0,9803.96,High-value,39
13200.0,870.09,Medium-value,4
13203.0,869.46,Medium-value,4
13207.0,250.26000000000002,Low-value,2
13208.0,1199.65,High-value,7
13209.0,5820.16,High-value,11
13210.0,353.48,Low-value,1
13211.0,1095.42,Medium-value,3
13212.0,779.33,Medium-value,4
13213.0,1518.43,High-value,6
13216.0,333.74,Low-value,1
13217.0,133.62,Low-value,5
13218.0,62.64,Low-value,1
13220.0,819.2900000000001,Medium-value,4
13221.0,847.41,Medium-value,2
13223.0,163.2,Low-value,2
13224.0,2150.85,High-value,3
13225.0,6083.04,High-value,8
13226.0,108.21000000000001,Low-value,1
13227.0,257.7,Low-value,1
13228.0,358.0,Low-value,1
13229.0,160.95,Low-value,1
13230.0,2712.07,High-value,15
13232.0,1328.35,High-value,7
13233.0,605.12,Medium-value,2
13235.0,101.17000000000007,Low-value,2
13236.0,727.27,Medium-value,3
13238.0,680.83,Medium-value,5
13239.0,329.56,Low-value,1
13240.0,663.65,Medium-value,4
13242.0,270.40000000000003,Low-value,3
13243.0,585.12,Medium-value,1
13244.0,121.74000000000001,Low-value,1
13245.0,430.5,Medium-value,1
13246.0,1896.32,High-value,7
13247.0,501.12,Medium-value,4
13248.0,465.68,Medium-value,2
13249.0,711.41,Medium-value,3
13253.0,1030.4,Medium-value,2
13255.0,390.65999999999997,Medium-value,3
13256.0,0.0,Low-value,1
13258.0,672.83,Medium-value,3
13259.0,283.18,Low-value,1
13260.0,557.62,Medium-value,1
13261.0,944.1,Medium-value,2
13262.0,200.29,Low-value,1
13263.0,7436.93,High-value,35
13265.0,2092.66,High-value,5
13266.0,3717.67,High-value,19
13267.0,4404.4400000000005,High-value,27
13268.0,3127.7,High-value,15
13269.0,5312.97,High-value,17
13270.0,590.0,Medium-value,1
13271.0,172.37,Low-value,2
13272.0,276.56,Low-value,2
13273.0,138.98,Low-value,1
13276.0,590.9300000000001,Medium-value,2
13277.0,258.4,Low-value,4
13278.0,542.73,Medium-value,1
13279.0,126.30000000000001,Low-value,2
13280.0,798.46,Medium-value,3
13282.0,1047.84,Medium-value,6
13283.0,93.66,Low-value,2
13284.0,196.15,Low-value,2
13285.0,2709.12,High-value,4
13291.0,361.11,Low-value,1
13292.0,578.94,Medium-value,2
13294.0,873.74,Medium-value,2
13295.0,197.95000000000002,Low-value,2
13296.0,87.4,Low-value,1
13297.0,2089.85,High-value,4
13298.0,360.0,Low-value,1
13299.0,142.5,Low-value,1
13300.0,365.29,Medium-value,2
13301.0,618.09,Medium-value,4
13302.0,63.75,Low-value,1
13304.0,300.42,Low-value,1
13305.0,2000.86,High-value,10
13307.0,15.0,Low-value,1
13308.0,1367.6100000000001,High-value,4
13309.0,1456.79,High-value,5
13310.0,1083.63,Medium-value,6
13311.0,598.57,Medium-value,2
13313.0,1555.3200000000002,High-value,5
13314.0,593.51,Medium-value,4
13316.0,5570.69,High-value,5
13317.0,2140.07,High-value,9
13318.0,640.76,Medium-value,3
13319.0,10664.34,High-value,36
13320.0,1475.2,High-value,6
13321.0,567.36,Medium-value,2
13322.0,199.48000000000002,Low-value,1
13323.0,787.85,Medium-value,5
13324.0,7072.8,High-value,12
13325.0,675.3,Medium-value,1
13327.0,3617.57,High-value,9
13328.0,1308.48,High-value,1
13329.0,740.4,Medium-value,4
13330.0,1140.93,High-value,3
13332.0,350.90000000000003,Low-value,1
13334.0,3502.32,High-value,3
13336.0,795.12,Medium-value,1
13338.0,431.82,Medium-value,3
13339.0,860.12,Medium-value,1
13340.0,10736.48,High-value,7
13341.0,775.85,Medium-value,1
13343.0,303.93,Low-value,2
13344.0,2511.69,High-value,3
13345.0,377.6,Medium-value,2
13347.0,341.36,Low-value,1
13348.0,233.76000000000002,Low-value,1
13349.0,247.32,Low-value,1
13350.0,910.72,Medium-value,3
13351.0,373.94,Medium-value,1
13352.0,389.28000000000003,Medium-value,2
13354.0,743.53,Medium-value,1
13355.0,674.7,Medium-value,1
13356.0,768.24,Medium-value,1
13357.0,609.4,Medium-value,1
13358.0,439.03000000000003,Medium-value,1
13359.0,431.26,Medium-value,2
13362.0,3085.4900000000002,High-value,5
13363.0,992.5,Medium-value,2
13364.0,0.0,Low-value,2
13365.0,2191.22,High-value,3
13366.0,56.16,Low-value,1
13368.0,623.4,Medium-value,2
13369.0,263.75,Low-value,2
13370.0,721.32,Medium-value,2
13372.0,378.64,Medium-value,1
13373.0,3312.25,High-value,3
13375.0,772.9,Medium-value,2
13376.0,1019.76,Medium-value,3
13379.0,572.56,Medium-value,3
13381.0,3626.81,High-value,7
13382.0,222.99,Low-value,1
13384.0,4122.28,High-value,9
13385.0,534.57,Medium-value,1
13388.0,627.15,Medium-value,3
13389.0,797.96,Medium-value,3
13390.0,544.08,Medium-value,1
13391.0,59.8,Low-value,1
13394.0,2312.8,High-value,10
13395.0,307.72,Low-value,1
13396.0,1325.29,High-value,4
13397.0,1539.18,High-value,6
13398.0,457.34000000000003,Medium-value,1
13402.0,621.23,Medium-value,2
13403.0,75.0,Low-value,1
13404.0,252.49,Low-value,2
13405.0,572.451,Medium-value,3
13408.0,27487.41,High-value,81
13410.0,988.91,Medium-value,7
13411.0,213.55,Low-value,1
13414.0,1390.5,High-value,3
13416.0,712.5,Medium-value,2
13417.0,640.83,Medium-value,2
13418.0,5845.4400000000005,High-value,23
13419.0,221.06,Low-value,1
13420.0,140.35,Low-value,4
13421.0,1831.61,High-value,3
13422.0,2601.55,High-value,2
13425.0,1624.21,High-value,3
13426.0,3550.7000000000003,High-value,12
13427.0,582.6,Medium-value,3
13428.0,201.78,Low-value,1
13429.0,1006.8,Medium-value,4
13430.0,648.6899999999999,Medium-value,4
13431.0,1269.1,High-value,2
13434.0,534.24,Medium-value,2
13435.0,3794.4900000000002,High-value,9
13436.0,196.89,Low-value,1
